53,0.219
64,0.219
53,0.146
64,0.146
65,0.684
55,0.611
75,0.591
72,0.522
40,0.258
58,0.25
43,0.283
32,0.419
40,0.123
30,0.138
72,0.422
90,0.556
40,0.447
50,0.547
55,0.204
50,0.17
55,0.17
75,0.192
53,0.292
70,0.299
64,0.292
53,0.225
50,0.313
44,0.224
100,0.231
65,0.334
68,0.419
78,0.352
58,0.363
80,0.291
55,0.314
100,0.377
100,0.434
52,0.35
58,0.334
